ORDEM;VENDA_ID;VENDA_DATA;VENDA_ANO;VENDA_MES;VENDA_STATUS;VENDA_TAMANHO;VENDA_PEDIDO;VENDA_ITEM;VENDA_QTDE;VENDA_TOTAL;PRECO_UNITARIO;PRECO_SUGERIDO;PRODUTO_CODIGO;PRODUTO_LINHA;CLIENTE_CODIGO;CLIENTE_NOME;CLIENTE_FONE;CLIENTE_ENDERECO;CLIENTE_COMPLEMENTO;CLIENTE_CIDADE;CLIENTE_ESTADO;CLIENTE_PAIS;CLIENTE_TERRITORIO;CONTATO_NOME;CONTATO_SOBRENOME
1503;10226;2/26/2004;2004;2;Enviado;Pequeno;1;3;36;1557.72;43.27;50;S24_1628;Carros Novos;C91217;Collectable Mini Designs Co.;F.7605558146;361 Furth Circle;;San Diego;CA;Estados Unidos;América do Norte;Valarie;Thompson
1504;10241;4/13/2004;2004;4;Enviado;Pequeno;2;10;21;845.25;40.25;50;S24_1628;Carros Novos;C67000;Mini Caravy;F.88.60.1555;24, place Kluber;;Strasbourg;;França;Europa, Oriente Médio e África;Frederique;Citeaux
1505;10266;07/06/2004;2004;7;Enviado;Pequeno;3;1;28;1352.4;48.3;50;S24_1628;Carros Novos;C42100;L'ordine Souveniers;F.0522-556555;Strada Provinciale 124;;Reggio Emilia;;Itália;Europa, Oriente Médio e África;Maurizio;Moroni
1506;10278;08/06/2004;2004;8;Enviado;Pequeno;3;1;35;1584.8;45.28;50;S24_1628;Carros Novos;C83030;Signal Gift Stores;F.7025551838;8489 Strong St.;;Las Vegas;NV;Estados Unidos;América do Norte;Sue;King
1507;10288;09/01/2004;2004;9;Enviado;Pequeno;3;13;50;2616;52.32;50;S24_1628;Carros Novos;C69045;Handji Gifts& Co;F.+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;Singapura;Ásia-Pacífico;Wendy;Victorino
1508;10301;10/05/2003;2003;10;Enviado;Pequeno;4;3;22;1129.04;51.32;50;S24_1628;Carros Novos;CN 0106;Norway Gifts By Mail, Co.;F.+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;Noruega;Europa, Oriente Médio e África;Jan;Klaeboe
1509;10311;10/16/2004;2004;10;Enviado;Pequeno;4;8;45;2218.5;49.3;50;S24_1628;Carros Novos;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
1510;10321;11/04/2004;2004;11;Enviado;Pequeno;4;5;48;2028.48;42.26;50;S24_1628;Carros Novos;C50553;FunGiftIdeas.com;F.5085552555;1785 First Street;;New Bedford;MA;Estados Unidos;América do Norte;Violeta;Benitez
1511;10332;11/17/2004;2004;11;Enviado;Pequeno;4;5;20;1759.2;87.96;50;S24_1628;Carros Novos;CEC2 5NT;AV Stores, Co.;F.(171) 555-1555;Fauntleroy Circus;;Manchester;;Reino Unido;Europa, Oriente Médio e África;Victoria;Ashworth
1512;10343;11/24/2004;2004;11;Enviado;Pequeno;4;6;27;977.67;36.21;50;S24_1628;Carros Novos;C51100;Reims Collectables;F.26.47.1555;59 rue de l'Abbaye;;Reims;;França;Europa, Oriente Médio e África;Paul;Henriot
1513;10367;01/12/2005;2005;1;Resolvido;Pequeno;1;11;38;1463;38.5;50;S24_1628;Carros Novos;C90003;Toys4GrownUps.com;F.6265557265;78934 Hillside Dr.;;Pasadena;CA;Estados Unidos;América do Norte;Julie;Young
1514;10379;02/10/2005;2005;2;Enviado;Médio;1;3;32;3970.56;100;50;S24_1628;Carros Novos;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
1515;10407;4/22/2005;2005;4;Aguardando;Pequeno;2;10;64;2576;40.25;50;S24_1628;Carros Novos;C94217;The Sharp Gifts Warehouse;F.4085553659;3086 Ingle Ln.;;San Jose;CA;Estados Unidos;América do Norte;Sue;Frick
1516;10420;5/29/2005;2005;5;Processando;Pequeno;2;13;37;2233.69;60.37;50;S24_1628;Carros Novos;C2067;Souveniers And Things Co.;F.+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;Austrália;Ásia-Pacífico;Adrian;Huxley
1517;10106;2/17/2003;2003;2;Enviado;Pequeno;1;4;28;2481.64;88.63;109;S24_1785;Aviões;C24100;Rovelli Gifts;F.035-640555;Via Ludovico il Moro 22;;Bergamo;;Itália;Europa, Oriente Médio e África;Giovanni;Rovelli
1518;10120;4/29/2003;2003;4;Enviado;Médio;2;10;39;4651.53;100;109;S24_1785;Aviões;C3004;Australian Collectors, Co.;F.03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;Austrália;Ásia-Pacífico;Peter;Ferguson
1519;10133;6/27/2003;2003;6;Enviado;Médio;2;5;41;3858.1;94.1;109;S24_1785;Aviões;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
1520;10145;8/25/2003;2003;8;Enviado;Médio;3;16;40;3501.6;87.54;109;S24_1785;Aviões;C90003;Toys4GrownUps.com;F.6265557265;78934 Hillside Dr.;;Pasadena;CA;Estados Unidos;América do Norte;Julie;Young
1521;10168;10/28/2003;2003;10;Enviado;Médio;4;11;49;6433.7;100;109;S24_1785;Aviões;C94217;Technics Stores Inc.;F.6505556809;9408 Furth Circle;;Burlingame;CA;Estados Unidos;América do Norte;Juri;Hirano
1522;10210;01/12/2004;2004;1;Enviado;Pequeno;1;9;27;2658.96;98.48;109;S24_1785;Aviões;C530-0003;Osaka Souveniers Co.;F.+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;Japão;Japão;Mory;Kentary
1523;10223;2/20/2004;2004;2;Enviado;Médio;1;11;34;3608.76;100;109;S24_1785;Aviões;C3004;Australian Collectors, Co.;F.03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;Austrália;Ásia-Pacífico;Peter;Ferguson
1524;10235;04/02/2004;2004;4;Enviado;Pequeno;2;5;23;2214.67;96.29;109;S24_1785;Aviões;CT2F 8M4;Royal Canadian Collectables, Ltd.;F.(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;Canadá;América do Norte;Elizabeth;Lincoln
1525;10250;05/11/2004;2004;5;Enviado;Pequeno;2;6;31;2747.53;88.63;109;S24_1785;Aviões;C94217;The Sharp Gifts Warehouse;F.4085553659;3086 Ingle Ln.;;San Jose;CA;Estados Unidos;América do Norte;Sue;Frick
1526;10262;6/24/2004;2004;6;Cancelado;Médio;2;1;34;3310.92;97.38;109;S24_1785;Aviões;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
1527;10275;7/23/2004;2004;7;Enviado;Pequeno;3;11;25;2380;95.2;109;S24_1785;Aviões;C44000;La Rochelle Gifts;F.40.67.8555;67, rue des Cinquante Otages;;Nantes;;França;Europa, Oriente Médio e África;Janine;Labrune
1528;10284;8/21/2004;2004;8;Enviado;Pequeno;3;3;22;2310.88;100;109;S24_1785;Aviões;CN 0106;Norway Gifts By Mail, Co.;F.+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;Noruega;Europa, Oriente Médio e África;Jan;Klaeboe
1529;10297;9/16/2004;2004;9;Enviado;Médio;3;6;32;4061.76;100;109;S24_1785;Aviões;C2;Clover Collections, Co.;F.+353 1862 1555;25 Maiden Lane;Floor No. 4;Dublin;;Irlanda;Europa, Oriente Médio e África;Dean;Cassidy
1530;10308;10/15/2004;2004;10;Enviado;Médio;4;9;31;3493.7;100;109;S24_1785;Aviões;C24067;Mini Classics;F.9145554562;3758 North Pendale Street;;White Plains;NY;Estados Unidos;América do Norte;Steve;Frick
1531;10316;11/01/2004;2004;11;Enviado;Pequeno;4;1;25;2872.25;100;109;S24_1785;Aviões;CPO31 7PJ;giftsbymail.co.uk;F.(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;Reino Unido;Europa, Oriente Médio e África;Helen;Bennett
1532;10328;11/12/2004;2004;11;Enviado;Médio;4;14;47;4114.38;87.54;109;S24_1785;Aviões;C24100;Rovelli Gifts;F.035-640555;Via Ludovico il Moro 22;;Bergamo;;Itália;Europa, Oriente Médio e África;Giovanni;Rovelli
1533;10339;11/23/2004;2004;11;Enviado;Pequeno;4;7;21;1063.65;50.65;109;S24_1785;Aviões;C106-0032;Tokyo Collectables, Ltd;F.+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;Japão;Japão;Akiko;Shimamura
1534;10353;12/04/2004;2004;12;Enviado;Pequeno;4;2;28;2008.44;71.73;109;S24_1785;Aviões;C97561;Gift Ideas Corp.;F.2035554407;2440 Pompton St.;;Glendale;CT;Estados Unidos;América do Norte;Dan;Lewis
1535;10374;02/02/2005;2005;2;Enviado;Médio;1;3;46;4328.6;94.1;109;S24_1785;Aviões;C4101;Australian Gift Network, Co;F.61-7-3844-6555;31 Duncan St. West End;;South Brisbane;Queensland;Austrália;Ásia-Pacífico;Tony;Calaghan
1536;10386;03/01/2005;2005;3;Resolvido;Pequeno;1;11;33;1376.43;41.71;109;S24_1785;Aviões;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
1537;10398;3/30/2005;2005;3;Enviado;Médio;1;16;43;5552.16;100;109;S24_1785;Aviões;C51100;Reims Collectables;F.26.47.1555;59 rue de l'Abbaye;;Reims;;França;Europa, Oriente Médio e África;Paul;Henriot
1538;10401;04/03/2005;2005;4;Aguardando;Médio;2;5;38;3659.02;96.29;109;S24_1785;Aviões;C94019;Tekni Collectables Inc.;F.2015559350;7476 Moss Rd.;;Newark;NJ;Estados Unidos;América do Norte;William;Brown
1539;10416;05/10/2005;2005;5;Enviado;Médio;2;6;47;4165.61;88.63;109;S24_1785;Aviões;C42100;L'ordine Souveniers;F.0522-556555;Strada Provinciale 124;;Reggio Emilia;;Itália;Europa, Oriente Médio e África;Maurizio;Moroni
1540;10101;01/09/2003;2003;1;Enviado;Pequeno;1;3;45;1404;31.2;33;S24_1937;Carros Usados;C60528;Blauer See Auto, Co.;F.+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;Alemanha;Europa, Oriente Médio e África;Roland;Keitel
1541;10110;3/18/2003;2003;3;Enviado;Pequeno;1;3;20;710.2;35.51;33;S24_1937;Carros Usados;CEC2 5NT;AV Stores, Co.;F.(171) 555-1555;Fauntleroy Circus;;Manchester;;Reino Unido;Europa, Oriente Médio e África;Victoria;Ashworth
1542;10124;5/21/2003;2003;5;Enviado;Pequeno;2;2;45;1702.8;37.84;33;S24_1937;Carros Usados;C83030;Signal Gift Stores;F.7025551838;8489 Strong St.;;Las Vegas;NV;Estados Unidos;América do Norte;Sue;King
1543;10149;09/12/2003;2003;9;Enviado;Pequeno;3;7;36;1194.84;33.19;33;S24_1937;Carros Usados;C94217;Signal Collectibles Ltd.;F.4155554312;2793 Furth Circle;;Brisbane;CA;Estados Unidos;América do Norte;Sue;Taylor
1544;10162;10/18/2003;2003;10;Enviado;Pequeno;4;5;37;1007.14;27.22;33;S24_1937;Carros Usados;;Corporate Gift Ideas Co.;F.6505551386;7734 Strong St.;;San Francisco;CA;Estados Unidos;América do Norte;Julie;Brown
1545;10173;11/05/2003;2003;11;Enviado;Pequeno;4;9;31;977.43;31.53;33;S24_1937;Carros Usados;C24100;Rovelli Gifts;F.035-640555;Via Ludovico il Moro 22;;Bergamo;;Itália;Europa, Oriente Médio e África;Giovanni;Rovelli
1546;10182;11/12/2003;2003;11;Enviado;Pequeno;4;6;39;1436.76;36.84;33;S24_1937;Carros Usados;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
1547;10193;11/21/2003;2003;11;Enviado;Pequeno;4;10;26;759.46;29.21;33;S24_1937;Carros Usados;C3150;Australian Collectables, Ltd;F.61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;Austrália;Ásia-Pacífico;Sean;Connery
1548;10205;12/03/2003;2003;12;Enviado;Pequeno;4;5;32;1189.44;37.17;33;S24_1937;Carros Usados;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
1549;10214;1/26/2004;2004;1;Enviado;Pequeno;1;3;20;683.8;34.19;33;S24_1937;Carros Usados;C28023;Corrida Auto Replicas, Ltd;F.(91) 555 22 82;C/ Araquil, 67;;Madrid;;Espanha;Europa, Oriente Médio e África;Mart¡n;Sommer
1550;10227;03/02/2004;2004;3;Enviado;Pequeno;1;6;42;1226.82;29.21;33;S24_1937;Carros Usados;C69004;Saveley & Henriot, Co.;F.78.32.5555;2, rue du Commerce;;Lyon;;França;Europa, Oriente Médio e África;Mary;Saveley
1551;10243;4/26/2004;2004;4;Enviado;Pequeno;2;1;33;974.82;29.54;33;S24_1937;Carros Usados;C51003;Diecast Collectables;F.6175552555;6251 Ingle Ln.;;Boston;MA;Estados Unidos;América do Norte;Valarie;Franco
1552;10280;8/17/2004;2004;8;Enviado;Pequeno;3;12;20;577.6;28.88;33;S24_1937;Carros Usados;C10100;Amica Models & Co.;F.011-4988555;Via Monte Bianco 34;;Torino;;Itália;Europa, Oriente Médio e África;Paolo;Accorti
1553;10288;09/01/2004;2004;9;Enviado;Pequeno;3;1;29;1106.93;38.17;33;S24_1937;Carros Usados;C69045;Handji Gifts& Co;F.+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;Singapura;Ásia-Pacífico;Wendy;Victorino
1554;10304;10/11/2004;2004;10;Enviado;Pequeno;4;16;23;694.6;30.2;33;S24_1937;Carros Usados;C78000;Auto Assoc. & Cie.;F.30.59.8555;67, avenue de l'Europe;;Versailles;;França;Europa, Oriente Médio e África;Daniel;Tonini
1555;10312;10/21/2004;2004;10;Enviado;Pequeno;4;13;39;1152.06;29.54;33;S24_1937;Carros Usados;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
1556;10322;11/04/2004;2004;11;Enviado;Pequeno;4;3;20;2624;100;33;S24_1937;Carros Usados;C62005;Online Diecast Creations Co.;F.6035558647;2304 Long Airport Avenue;;Nashua;NH;Estados Unidos;América do Norte;Valarie;Young
1557;10332;11/17/2004;2004;11;Enviado;Médio;4;6;45;3685.95;81.91;33;S24_1937;Carros Usados;CEC2 5NT;AV Stores, Co.;F.(171) 555-1555;Fauntleroy Circus;;Manchester;;Reino Unido;Europa, Oriente Médio e África;Victoria;Ashworth
1558;10344;11/25/2004;2004;11;Enviado;Pequeno;4;6;20;703.6;35.18;33;S24_1937;Carros Usados;C13008;Marseille Mini Autos;F.91.24.4555;12, rue des Bouchers;;Marseille;;França;Europa, Oriente Médio e África;Laurence;Lebihan
1559;10356;12/09/2004;2004;12;Enviado;Grande;4;5;48;9720;100;33;S24_1937;Carros Usados;C75508;Lyon Souveniers;F.+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;França;Europa, Oriente Médio e África;Daniel;Da Cunha
1560;10367;01/12/2005;2005;1;Resolvido;Pequeno;1;13;23;834.67;36.29;33;S24_1937;Carros Usados;C90003;Toys4GrownUps.com;F.6265557265;78934 Hillside Dr.;;Pasadena;CA;Estados Unidos;América do Norte;Julie;Young
1561;10380;2/16/2005;2005;2;Enviado;Pequeno;1;4;32;2257.92;70.56;33;S24_1937;Carros Usados;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
1562;10391;03/09/2005;2005;3;Enviado;Grande;1;8;33;8344.71;100;33;S24_1937;Carros Usados;C2060;Anna's Decorations, Ltd;F.02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;Austrália;Ásia-Pacífico;Anna;O'Hara
1563;10409;4/23/2005;2005;4;Enviado;Pequeno;2;1;61;1801.94;29.54;33;S24_1937;Carros Usados;C69045;Handji Gifts& Co;F.+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;Singapura;Ásia-Pacífico;Wendy;Victorino
1564;10420;5/29/2005;2005;5;Processando;Pequeno;2;1;45;1209.6;26.88;33;S24_1937;Carros Usados;C2067;Souveniers And Things Co.;F.+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;Austrália;Ásia-Pacífico;Adrian;Huxley
1565;10107;2/24/2003;2003;2;Enviado;Médio;1;7;38;3155.14;83.03;76;S24_2000;Motocicletas;C10022;Land of Toys Inc.;F.2125557818;897 Long Airport Avenue;;NYC;NY;Estados Unidos;América do Norte;Kwai;Yu
1566;10120;4/29/2003;2003;4;Enviado;Pequeno;2;5;34;2848.86;83.79;76;S24_2000;Motocicletas;C3004;Australian Collectors, Co.;F.03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;Austrália;Ásia-Pacífico;Peter;Ferguson
1567;10134;07/01/2003;2003;7;Enviado;Médio;3;7;43;3570.29;83.03;76;S24_2000;Motocicletas;C75508;Lyon Souveniers;F.+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;França;Europa, Oriente Médio e África;Daniel;Da Cunha
1568;10145;8/25/2003;2003;8;Enviado;Médio;3;11;47;3902.41;83.03;76;S24_2000;Motocicletas;C90003;Toys4GrownUps.com;F.6265557265;78934 Hillside Dr.;;Pasadena;CA;Estados Unidos;América do Norte;Julie;Young
1569;10158;10/10/2003;2003;10;Enviado;Pequeno;4;1;22;1474.66;67.03;76;S24_2000;Motocicletas;C4110;Baane Mini Imports;F.07-98 9555;Erling Skakkes gate 78;;Stavern;;Noruega;Europa, Oriente Médio e África;Jonas;Bergulfsen
1570;10168;10/28/2003;2003;10;Enviado;Pequeno;4;6;29;2186.89;75.41;76;S24_2000;Motocicletas;C94217;Technics Stores Inc.;F.6505556809;9408 Furth Circle;;Burlingame;CA;Estados Unidos;América do Norte;Juri;Hirano
1571;10180;11/11/2003;2003;11;Enviado;Pequeno;4;14;28;1919.4;68.55;76;S24_2000;Motocicletas;C59000;Daedalus Designs Imports;F.20.16.1555;184, chausse de Tournai;;Lille;;França;Europa, Oriente Médio e África;Martine;Rance
1572;10188;11/18/2003;2003;11;Enviado;Médio;4;6;40;3656;91.4;76;S24_2000;Motocicletas;CN 5804;Herkku Gifts;F.+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;Noruega;Europa, Oriente Médio e África;Veysel;Oeztan
1573;10201;12/01/2003;2003;12;Enviado;Pequeno;4;7;25;1847;73.88;76;S24_2000;Motocicletas;;Mini Wheels Co.;F.6505555787;5557 North Pendale Street;;San Francisco;CA;Estados Unidos;América do Norte;Julie;Murphy
1574;10210;01/12/2004;2004;1;Enviado;Pequeno;1;4;30;1851;61.7;76;S24_2000;Motocicletas;C530-0003;Osaka Souveniers Co.;F.+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;Japão;Japão;Mory;Kentary
1575;10223;2/20/2004;2004;2;Enviado;Pequeno;1;6;38;2633.78;69.31;76;S24_2000;Motocicletas;C3004;Australian Collectors, Co.;F.03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;Austrália;Ásia-Pacífico;Peter;Ferguson
1576;10236;04/03/2004;2004;4;Enviado;Médio;2;3;36;3153.6;87.6;76;S24_2000;Motocicletas;C71270;Motor Mint Distributors Inc.;F.2155559857;11328 Douglas Av.;;Philadelphia;PA;Estados Unidos;América do Norte;Rosa;Hernandez
1577;10250;05/11/2004;2004;5;Enviado;Pequeno;2;1;32;2803.2;87.6;76;S24_2000;Motocicletas;C94217;The Sharp Gifts Warehouse;F.4085553659;3086 Ingle Ln.;;San Jose;CA;Estados Unidos;América do Norte;Sue;Frick
1578;10263;6/28/2004;2004;6;Enviado;Pequeno;2;7;37;2311.02;62.46;76;S24_2000;Motocicletas;C97562;Gift Depot Inc.;F.2035552570;25593 South Bay Ln.;;Bridgewater;CT;Estados Unidos;América do Norte;Julie;King
1579;10275;7/23/2004;2004;7;Enviado;Pequeno;3;6;30;2399.4;79.98;76;S24_2000;Motocicletas;C44000;La Rochelle Gifts;F.40.67.8555;67, rue des Cinquante Otages;;Nantes;;França;Europa, Oriente Médio e África;Janine;Labrune
1580;10285;8/27/2004;2004;8;Enviado;Pequeno;3;11;39;2733.12;70.08;76;S24_2000;Motocicletas;C51247;Marta's Replicas Co.;F.6175558555;39323 Spinnaker Dr.;;Cambridge;MA;Estados Unidos;América do Norte;Marta;Hernandez
1581;10297;9/16/2004;2004;9;Enviado;Pequeno;3;1;32;2096.32;65.51;76;S24_2000;Motocicletas;C2;Clover Collections, Co.;F.+353 1862 1555;25 Maiden Lane;Floor No. 4;Dublin;;Irlanda;Europa, Oriente Médio e África;Dean;Cassidy
1582;10308;10/15/2004;2004;10;Enviado;Pequeno;4;4;47;2971.34;63.22;76;S24_2000;Motocicletas;C24067;Mini Classics;F.9145554562;3758 North Pendale Street;;White Plains;NY;Estados Unidos;América do Norte;Steve;Frick
1583;10318;11/02/2004;2004;11;Enviado;Pequeno;4;6;26;2257.58;86.83;76;S24_2000;Motocicletas;C70267;Diecast Classics Inc.;F.2155551555;7586 Pompton St.;;Allentown;PA;Estados Unidos;América do Norte;Kyung;Yu
1584;10329;11/15/2004;2004;11;Enviado;Médio;4;4;37;3493.91;94.43;76;S24_2000;Motocicletas;C10022;Land of Toys Inc.;F.2125557818;897 Long Airport Avenue;;NYC;NY;Estados Unidos;América do Norte;Kwai;Yu
1585;10340;11/24/2004;2004;11;Enviado;Médio;4;8;55;4398.9;79.98;76;S24_2000;Motocicletas;C8022;Enaco Distributors;F.(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;Espanha;Europa, Oriente Médio e África;Eduardo;Saavedra
1586;10363;01/06/2005;2005;1;Enviado;Médio;1;8;21;3595.62;100;76;S24_2000;Motocicletas;CFIN-02271;Suominen Souveniers;F.+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;Finlandia;Europa, Oriente Médio e África;Kalle;Suominen
1587;10375;02/03/2005;2005;2;Enviado;Pequeno;1;9;23;2443.29;100;76;S24_2000;Motocicletas;C44000;La Rochelle Gifts;F.40.67.8555;67, rue des Cinquante Otages;;Nantes;;França;Europa, Oriente Médio e África;Janine;Labrune
1588;10389;03/03/2005;2005;3;Enviado;Médio;1;2;49;3988.6;81.4;76;S24_2000;Motocicletas;CS-844 67;Scandinavian Gift Ideas;F.0695-34 6555;?kergatan 24;;Boras;;Suécia;Europa, Oriente Médio e África;Maria;Larsson
1589;10402;04/07/2005;2005;4;Enviado;Médio;2;3;59;5168.4;87.6;76;S24_2000;Motocicletas;C75016;Auto Canal Petit;F.(1) 47.55.6555;25, rue Lauriston;;Paris;;França;Europa, Oriente Médio e África;Dominique;Perrier
1590;10416;05/10/2005;2005;5;Enviado;Pequeno;2;1;32;2803.2;87.6;76;S24_2000;Motocicletas;C42100;L'ordine Souveniers;F.0522-556555;Strada Provinciale 124;;Reggio Emilia;;Itália;Europa, Oriente Médio e África;Maurizio;Moroni
1591;10105;02/11/2003;2003;2;Enviado;Médio;1;9;43;6341.21;100;122;S24_2011;Embarcações;C1734;Danish Wholesale Imports;F.31 12 3555;Vinb'ltet 34;;Kobenhavn;;Dinamarca;Europa, Oriente Médio e África;Jytte;Petersen
1592;10117;4/16/2003;2003;4;Enviado;Médio;2;3;41;5189.78;100;122;S24_2011;Embarcações;C79903;Dragon Souveniers, Ltd.;F.+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;Singapura;Japão;Eric;Natividad
1593;10129;06/12/2003;2003;6;Enviado;Médio;2;9;45;6027.75;100;122;S24_2011;Embarcações;CWX3 6FW;Stylish Desk Decors, Co.;F.(171) 555-0297;35 King George;;London;;Reino Unido;Europa, Oriente Médio e África;Ann;Brown
1594;10142;08/08/2003;2003;8;Enviado;Médio;3;6;33;3366;100;122;S24_2011;Embarcações;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
1595;10153;9/28/2003;2003;9;Enviado;Médio;3;5;40;5456.4;100;122;S24_2011;Embarcações;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
1596;10167;10/23/2003;2003;10;Cancelado;Médio;4;16;33;3812.16;100;122;S24_2011;Embarcações;CS-844 67;Scandinavian Gift Ideas;F.0695-34 6555;?kergatan 24;;Boras;;Suécia;Europa, Oriente Médio e África;Maria;Larsson
1597;10177;11/07/2003;2003;11;Enviado;Médio;4;7;50;6083;100;122;S24_2011;Embarcações;C28023;CAF Imports;F.+34 913 728 555;Merchants House, 27-30 Merchant's Quay;;Madrid;;Espanha;Europa, Oriente Médio e África;Jesus;Fernandez
1598;10185;11/14/2003;2003;11;Enviado;Médio;4;7;30;3170.7;100;122;S24_2011;Embarcações;C50553;Mini Creations Ltd.;F.5085559555;4575 Hillside Dr.;;New Bedford;MA;Estados Unidos;América do Norte;Wing C;Tam
1599;10197;11/26/2003;2003;11;Enviado;Médio;4;13;41;4534.6;100;122;S24_2011;Embarcações;C8022;Enaco Distributors;F.(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;Espanha;Europa, Oriente Médio e África;Eduardo;Saavedra
1600;10208;01/02/2004;2004;1;Enviado;Médio;1;7;35;4301.15;100;122;S24_2011;Embarcações;C69004;Saveley & Henriot, Co.;F.78.32.5555;2, rue du Commerce;;Lyon;;França;Europa, Oriente Médio e África;Mary;Saveley
1601;10221;2/18/2004;2004;2;Enviado;Médio;1;1;49;6804.63;100;122;S24_2011;Embarcações;CB-1180;Petit Auto;F.(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;Bélgica;Europa, Oriente Médio e África;Catherine;Dewey
1602;10232;3/20/2004;2004;3;Enviado;Médio;1;4;46;5652.94;100;122;S24_2011;Embarcações;CPO31 7PJ;giftsbymail.co.uk;F.(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;Reino Unido;Europa, Oriente Médio e África;Helen;Bennett
1603;10248;05/07/2004;2004;5;Cancelado;Médio;2;10;48;6960.48;100;122;S24_2011;Embarcações;C10022;Land of Toys Inc.;F.2125557818;897 Long Airport Avenue;;NYC;NY;Estados Unidos;América do Norte;Kwai;Yu
1604;10261;6/17/2004;2004;6;Enviado;Médio;2;8;36;4512.6;100;122;S24_2011;Embarcações;CH1J 1C3;Quebec Home Shopping Network;F.(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;Canadá;América do Norte;Jean;Fresnisre
1605;10273;7/21/2004;2004;7;Enviado;Pequeno;3;11;22;2784.76;100;122;S24_2011;Embarcações;CB-1180;Petit Auto;F.(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;Bélgica;Europa, Oriente Médio e África;Catherine;Dewey
